,symbol,display_symbol,name,aliases,shortname,last_price_usd,market_cap_rank,volume_rank,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_3Y_percent,price_change_5Y_percent,price_change_ALL_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,growth_all_time,ccu_slug,image_hash,market_cap_usd,categories
1523,EFX,EFX,Effect.AI,,effect-ai,0.005791081115603,1426.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2018-12-03 12:15:00,252168527.0,1582374827,2018-03-28 00:00:00,true,true,1970-01-01 00:00:01.008910000,effect.ai,,1460328.0,"[22, 24]"
1524,UDOO,UDOO,Howdoo,,howdoo,0.014873997078042002,1448.0,1235.0,-1.1400000000000001,7.85,-17.42,-48.94,-28.95,-60.94,-55.2,-38.79,-38.79,-39.16,-19.16,51831.0,true,2018-11-15 19:45:00,97821309.0,1632745786,,true,true,1970-01-01 00:00:02.112950000,howdoo,,1454994.0,[15]
1525,BTZC,BTZC,BeatzCoin,,beatzcoin,0.000596802622938,1485.0,3172.0,-0.42,19.15,-5.08,-12.44,-34.88,-77.75,96.65,-64.56,-64.56,-69.72,252.18,65.0,true,2019-10-28 14:45:00,2435782357.0,1632745366,2019-10-15 10:00:00,true,true,1970-01-01 00:00:00.124528000,beatzcoin,,1453681.0,[20]
1526,TTN,TTN,Titan Coin,,titan-coin,0.0015880899819590002,1443.0,3281.0,-0.48,5.95,-23.49,-46.98,-85.35,-62.74,-20.95,-65.99,-65.99,-54.67,27.09,53.0,true,2019-05-07 11:15:00,910820150.0,1632745427,2019-03-31 23:59:00,true,true,1970-01-01 00:00:01.641760000,titan-coin,,1446464.0,[15]
1527,NFTA,NFTA,NFTA,,nfta,0.09623439935912301,1408.0,899.0,3.54,-5.34,-8.88,115.18,-52.63,-59.27,-59.27,-59.27,-59.27,-58.26,-59.27,642493.0,true,2021-06-22 08:25:00,15000000.0,1632745846,2021-06-25 23:59:00,true,true,,nfta,,1443516.0,[]
1528,QNTU,QNTU,Quanta Utility Token,,quanta-utility-token,3.8974998460616916e-05,1430.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2018-09-13 23:05:00,37023213667.0,1589007392,,true,true,1970-01-01 00:00:00.055826200,quanta-utility-token,,1442980.0,[15]
1529,YEE,YEE,Yee,,yee,0.001049815189579,1405.0,843.0,0.5,-7.83,-43.06,-37.73,-16.06,-64.25,-38.23,-76.38,-96.6,-96.72,19.49,261908.0,true,2018-01-20 09:15:00,1365218125.0,1632745486,,true,true,1970-01-01 00:00:00.052114500,yee,,1433227.0,[]
1530,UMT,UMT,Bubbletone,,bubbletone,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-07-18 14:40:00,500000000.0,1554125331,2018-05-20 00:00:00,true,true,,bubbletone,,0.0,[]
1531,AMON,AMON,AmonD,,amond,0.0017027942666660001,1435.0,2372.0,0.0,-0.02,-14.94,-39.79,-39.79,-48.1,55.43,-53.77,-53.77,-66.84,107.38,1392.0,true,2019-09-10 10:15:00,834230514.0,1632745846,2019-06-28 06:00:00,true,true,1970-01-01 00:00:00.662665000,amond,,1420523.0,[15]
1532,REM,REM,Remme,,remme,0.001419018292789,1413.0,1592.0,0.42,-5.23,-17.7,-34.93,2.04,-75.73,-32.61,-77.1,-95.52,-95.01,-39.09,73352.0,true,2018-02-26 17:45:00,1000000000.0,1632745846,,true,true,1970-01-01 00:00:00.040948600,remme,,1419018.0,[15]
1533,LFT,LFT,Linfinity,,linfinity,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-07-19 14:45:00,905666529.0,1548173072,,true,true,,linfinity,,0.0,[]
1534,XPN,XPN,PANTHEON X,,pantheon-x,0.002833273124373,1439.0,2783.0,6.13,-0.15,-17.04,-31.51,41.99,-69.94,-91.49,-63.33,-63.33,-60.85,-40.64,922.0,true,2020-05-14 13:00:00,496417333.0,1632733725,,true,true,1970-01-01 00:00:01.378600000,pantheon-x,,1406486.0,[15]
1535,IMT,IMT,MoneyToken,,moneytoken,0.00012318323813300002,1442.0,1929.0,-0.44,2.2,102.53,96.14,60.56,-5.15,125.12,-89.85,-94.56,-95.63,239.3,35038.0,true,2018-08-31 11:45:00,11369423186.0,1632745846,2018-06-07 23:59:00,true,true,1970-01-01 00:00:00.050700600,moneytoken,,1400522.0,[]
1536,PVT,PVT,Pivot,,pivot,0.00027150394585500004,1432.0,876.0,-1.71,-3.09,-32.41,-33.01,28.28,-64.89,15.01,-80.11,-80.11,-77.64,68.75,913141.0,true,2019-06-20 08:50:00,5135200000.0,1632745306,,true,true,1970-01-01 00:00:00.297390000,pivot-token,,1394227.0,[16]
1537,GXT,GXT,Gem Exchange And Trading,,gem-exchange-and-trading,0.030407266997591,1441.0,3733.0,-0.42,0.14,-4.77,-34.53,-69.48,-89.35,-83.88,-44.15,-44.15,-47.51,-91.99,0.601455748,true,2019-12-16 12:15:00,45506276.0,1632745426,,true,true,,global-x-change-token,,1383721.0,[15]
1538,BTB3,BTB,Bitball,,bitball,0.002148162062025,1452.0,670.0,-0.5700000000000001,3.08,-2.04,-29.82,-63.34,-21.43,-31.94,978.36,978.36,1201.62,-24.32,989129.0,true,2019-04-01 13:30:00,642008999.0,1632745726,,true,true,1970-01-01 00:00:19.058400000,bitball,,1379139.0,[15]
1539,DPS,DPS,DEEPSPACE,,deepspace,0.027893630322303003,,2406.0,-1.21,2.09,-18.69,-65.23,-65.23,-65.23,-65.23,-65.23,-65.23,-69.08,-65.23,5552.0,not_trading,2021-08-26 03:00:00,49317368.0,1632745546,,true,true,,deepspace,,1375640.0,[]
1540,YIELD2,YIELD,Yield Protocol,,yield-protocol,0.040375286387743,1446.0,2090.0,-0.86,1.05,-3.18,-24.0,2.81,-90.55,-90.98,-90.98,-90.98,-91.31,-90.98,7622.0,true,2021-03-19 14:35:00,34009745.0,1632745666,,true,true,,yield-protocol,,1373153.0,[15]
1541,EVED,EVED,Evedo,,evedo,0.094997686867845,1368.0,674.0,-14.2,-21.57,-18.93,-51.55,-16.11,-81.62,82.88,10.25,10.25,12.9,42.05,1231694.0,true,2019-04-17 08:10:00,14441339.0,1632745846,2019-04-30 09:00:00,true,true,1970-01-01 00:00:00.848017000,evedo,,1371894.0,[15]
1542,AYA,AYA,Aryacoin,,aryacoin,0.008519248223471,1429.0,1212.0,-0.49,-5.39,-9.53,-16.45,-55.54,-89.0,-30.39,-31.21,-31.21,-35.81,-76.75,235716.0,true,2019-05-29 00:05:00,160459559.0,1632745606,,true,true,1970-01-01 00:00:02.463510000,aryacoin,,1366995.0,[]
1543,CHESS,CHESS,ChessCoin,,chesscoin,0.025211137297726,1581.0,3049.0,-0.7000000000000001,46.53,121.91,8.94,231.16,77.59,421.21,1124.67,42986.6,3106.05,480.29,45.0,true,2016-07-02 03:45:00,54032769.0,1632745726,,true,true,1970-01-01 00:00:00.732096000,chesscoin,,1362228.0,[]
1544,BBKX,BBK,Brickblock,,brickblock,0.018085423856973003,1444.0,,0.0,0.0,0.0,0.0,0.0,0.0,-23.74,,,,0.0,0.0,true,2018-08-01 04:10:00,75131283.0,1613147207,,true,true,1970-01-01 00:00:00.287521000,brickblock-bbk,,1358781.0,[15]
1545,VNT2,VNT,VNT Chain,,vnt-chain,0.000499135413893,1422.0,1019.0,-4.89,-7.24,-36.78,-48.76,-12.24,-50.49,-57.95,-85.19,-85.19,-87.45,-50.09,709751.0,true,2019-06-05 08:55:00,2717613095.0,1632745847,,true,true,1970-01-01 00:00:00.339579000,vnt-chain,,1356457.0,[]
1546,ZIPT,ZIPT,Zippie,,zippie,0.004979874584242001,1620.0,3205.0,-0.16,66.79,-4.49,28.36,60.81,84.23,788.11,5.1,-93.91,-91.75,690.62,8.0,true,2018-05-15 16:45:00,271196892.0,1632745306,,true,true,1970-01-01 00:00:00.015694500,zippie,,1350527.0,[15]
1547,BC2,BC,Block-Chain.com,,block-chain-com,0.006515842928055001,1318.0,3582.0,-0.42,-34.69,-40.34,-52.64,-48.63,-51.79,-76.66,-95.1,-95.1,-92.66,-62.08,0.23717668700000002,true,2018-10-11 16:40:00,207261797.0,1632745426,,true,true,1970-01-01 00:00:00.027630700,block-chain.com,,1350485.0,[15]
1548,UCOIN,UCOIN,UCoin,,ucoin,0.498696538107998,1445.0,1985.0,-0.45,-1.2,-10.11,-22.97,-63.31,-45.44,477.75,477.75,25307.3,9819.65,477.75,27558.0,true,2014-11-16 22:39:26,2689812.0,1632745786,2019-02-28 23:59:00,true,true,,ucoin,,1341400.0,[15]
1549,AITRA,AITRA,Aitra,,aitra,0.213254679761845,1252.0,3474.0,-3.67,-47.82,-35.67,-61.24,-93.49,-96.69,-8.08,-8.08,-8.08,-6.98,-93.31,41.0,true,2020-10-02 10:35:00,6260101.0,1632745726,,true,true,,aitra,,1334996.0,[]
1550,PLA,PLA,Plair,,plair,5.2126743424442383e-05,1486.0,3602.0,-0.42,9.24,19.31,-43.6,-30.35,-77.9,-27.81,-30.63,-30.63,-35.58,-2.43,2211.0,true,2018-11-29 17:15:00,25610108545.0,1632745427,2018-11-16 10:35:00,true,true,1970-01-01 00:00:02.829400000,plair,,1334972.0,[]
1551,TUBE,TUBE,BitTube,,bit-tube,0.0041127590242810005,1477.0,2334.0,-0.42,4.6,-17.48,-40.78,-42.81,-64.71,-38.44,-94.3,-94.68,-95.56,-52.6,2526.0,true,2018-07-20 02:10:00,322550517.0,1632745427,,true,true,1970-01-01 00:00:00.159186000,bittube,,1326573.0,[]
1552,LOBS,LOBS,Lobstex,,lobstex,0.058817538055187,1449.0,1639.0,-0.78,-1.69,-0.75,-8.63,4.92,-39.47,97.6,151.47,160.72,211.28,13.69,377720.0,true,2018-08-22 22:20:00,22544641.0,1632745426,,true,true,1970-01-01 00:00:00.736824000,lobstex,,1326020.0,[]
1553,HOMI,HOMI,HOMIHELP,,homihelp,1.151017714783831,1455.0,,0.0,0.0,0.0,25.68,7.04,-63.4,-85.91,-71.09,-71.09,-37.86,-59.64,0.0,true,2020-05-19 10:10:00,1150359.0,1631323883,,true,true,1970-01-01 00:00:01.870410000,homihelp,,1324084.0,[15]
1554,DRG,DRG,Dragon Coin,,dragon-coin,0.0037836731668070005,1457.0,3637.0,0.0,0.0,-1.0,12.36,16.65,-16.25,-67.39,-97.6,-99.83,-99.83,-61.69,0.0,true,2018-03-20 20:04:21,348657484.0,1632595992,,true,true,1970-01-01 00:00:00.014193500,dragon-coins,,1319206.0,[15]
1555,PEG2,PEG,PegNet,,pegnet,0.000590636219358,1475.0,3129.0,-0.59,3.21,695.23,265.23,249.68,46.47,-42.32,-87.11,-87.11,-87.57,-3.87,183.0,true,2019-12-19 14:15:00,2227955499.0,1632745846,,true,true,1970-01-01 00:00:01.278270000,pegnet,,1315911.0,[]
1556,DVG,DVG,DAOventures,,daoventures,0.144167892009433,1474.0,2750.0,-1.42,0.25,-32.55,-49.85,-33.83,-94.43,-96.54,-96.54,-96.54,-97.48,-96.54,294.0,true,2021-02-15 15:30:00,9200046.0,1632727299,2021-02-18 15:00:00,true,true,,daoventures,,1326351.0,"[3, 16]"
1557,BUBO,BUBO,Budbo,,budbo,0.015977699748104,1460.0,,0.0,0.0,-20.89,-17.77,-59.25,-59.25,-61.83,84.4,-77.39,-60.48,-27.25,0.0,true,2018-04-20 18:29:24,82176185.0,1632393831,,true,true,1970-01-01 00:00:00.911292000,budbo,,1312986.0,[15]
1558,FTX,FTX,FintruX Network,,fintrux-network,0.013806231278528001,1462.0,2897.0,-0.8,-0.18,7.58,-34.44,-2.62,110.82,119.64,-3.7,-94.1,-95.47,229.0,5221.0,true,2018-04-23 23:20:00,95000000.0,1632745786,2018-02-28 23:59:00,true,true,1970-01-01 00:00:00.028875200,fintrux-network,,1311592.0,[15]
1559,HKN,HKN,Hacken,,hacken,0.238776713021759,1461.0,,0.0,0.0,0.0,-12.93,-55.22,-55.77,15.56,-41.09,-96.34,-92.07,54.18,0.0,true,2018-01-11 06:40:00,5488560.0,1631867187,2017-11-30 23:59:00,true,true,1970-01-01 00:00:00.030497900,hacken,,1310540.0,[15]
1560,HYDRO,HYDRO,Hydro,,hydro,0.017767656656593002,1473.0,1933.0,-0.66,1.18,-9.91,-14.0,4390.5,1833.22,7466.49,409.42,10237.1,17302.2,9572.69,26245.0,true,2018-03-30 08:10:32,73730872.0,1632745666,2018-02-16 23:59:00,true,true,1970-01-01 00:00:02.121200000,hydrogen,,1310025.0,[15]
1561,TOL,TOL,Tolar,,tolar,0.006067430229470001,1467.0,1975.0,-1.34,1.04,-1.24,-4.27,-28.71,-0.92,28.39,-63.2,-63.2,-54.92,-16.44,33970.0,true,2018-10-05 02:05:00,215107791.0,1632745847,,true,true,1970-01-01 00:00:00.345038000,tolar,,1305152.0,[15]
1562,GARD,GARD,Hashgard,,hashgard,0.000130295833113,1459.0,1466.0,-0.43,-0.8200000000000001,-9.69,-13.93,-13.43,-59.89,-40.61,-7.48,-75.22,-77.68,8.26,118031.0,true,2018-07-18 01:40:00,10000000000.0,1632745666,2018-06-20 23:59:00,true,true,1970-01-01 00:00:00.123226000,hashgard,,1302958.0,[15]
1563,MOL,MOL,Molecule,,molecule,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-10-25 17:20:00,12782432251.0,1551041393,,true,true,,molecule,,0.0,[]
1564,KIT2,KIT,DexKit,,dexkit,1.6244098113786811,1369.0,1783.0,-0.85,-25.3,-30.65,-31.64,-22.39,-68.86,324.17,324.17,324.17,285.5,111.22,130906.0,true,2020-11-24 10:30:00,798898.0,1632745786,,true,true,,dexkit,,1297738.0,[15]
1565,DCC,DCC,Distributed Credit Chain,,distributed-credit-chain,0.000429106003139,1465.0,,0.0,0.0,0.0,0.0,0.0,0.0,104.33,,,,0.0,0.0,true,2018-06-29 00:25:00,3017433690.0,1601482842,2018-05-29 23:59:00,true,true,1970-01-01 00:00:00.010794500,distributed-credit-chain,,1294799.0,[15]
1566,GMC9,GMC,GokuMarket Credit,,gokumarket-credit,0.408964584545699,1466.0,1439.0,-0.58,-0.14,17.03,7.71,184.74,146.74,146.74,146.74,146.74,145.52,146.74,91994.0,true,2021-06-18 01:45:00,3155000.0,1632745546,,true,true,,gokumarket-credit,,1290283.0,"[6, 15, 16]"
1567,ASIA,ASIA,Asia Coin,,asia-coin,0.11679620891471101,1427.0,1327.0,-0.9400000000000001,-9.99,-5.75,18.6,47.95,34.15,34.15,34.15,34.15,35.79,34.15,167564.0,true,2021-06-11 07:50:00,11000000.0,1632745786,,true,true,,asia-coin,,1284758.0,"[6, 15]"
1568,SMS,SMS,Speed Mining Service,,speed-mining-service,12.24,1471.0,,0.0,0.0,0.0,1243.5,1243.5,2469.78,13808.95,32.5,-83.25,-86.46,13808.95,0.0,true,2018-01-30 21:10:00,104680.0,1632125660,2017-11-10 00:00:00,true,true,1970-01-01 00:00:00.001652550,speed-mining-service,,1280760.0,[]
1569,MGO,MGO,MobileGo,,mobilego,0.012780387,1472.0,1637.0,0.01,-0.53,-0.46,-12.75,-25.34,-32.19,15.94,-90.89,-99.37,-99.52,56.77,74986.0,true,2017-06-11 16:40:00,99996877.0,1632745606,2017-05-25 00:00:00,true,true,1970-01-01 00:00:00.003507770,mobilego,,1277999.0,[15]
1570,WIZ,WIZ,CrowdWiz,,crowdwiz,0.501858294010162,1492.0,,0.0,0.0,0.0,0.0,0.0,1973.8,19384.98,915.94,915.94,2438.14,0.0,0.0,true,2018-11-14 21:30:00,2384950.0,1617640427,,true,true,1970-01-01 00:00:00.343070000,crowdwiz,,1196907.0,[15]
1571,EBOX,EBOX,Ethbox Token,,ethbox-token,0.060818558537562004,1463.0,2077.0,-1.01,-3.71,-5.22,19.0,43.73,-92.62,-84.71,-84.71,-84.71,-84.71,-84.71,25047.0,true,2021-02-26 15:20:00,20971432.0,1632745666,,true,true,,ethbox-token,,1275452.0,"[3, 5, 14, 15]"
1572,BEMT,BEMT,BEM,,bem,0.042320375812087,1503.0,2555.0,-0.46,10.05,-1.2,362266.62,22.55,-66.05,-66.05,-66.05,-66.05,-80.3,-66.05,3559.0,true,2021-05-25 11:35:00,30000000.0,1632745306,2020-11-27 23:59:00,true,true,,bem,,1269611.0,"[3, 20]"
1573,VEIL,VEIL,Veil,,veil,0.014708151322052,1549.0,3149.0,-0.27,27.32,-1.24,-26.5,-34.4,-53.48,46.06,-92.24,-92.24,-91.64,-4.42,108.0,true,2019-03-15 10:50:00,86077880.0,1632745847,,true,true,1970-01-01 00:00:00.042055700,veil,,1266046.0,[]
1574,FRV,FRV,Fitrova,,fitrova,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-05-09 09:56:16,7588539029.0,1527840896,,true,true,,fitrova,,0.0,[]
1575,DHV,DHV,DeHive,,dehive,0.755397295536639,1447.0,1190.0,-1.08,-7.75,-34.18,-61.33,-20.88,-82.76,-82.76,-82.76,-82.76,-85.58,-82.76,146164.0,true,2021-04-21 16:00:00,1668788.0,1632745786,,true,true,,dehive,,1260598.0,[]
1576,HTRE,HTRE,HodlTree,,hodltree,0.256984308692153,1479.0,3294.0,0.0,0.0,-0.33,76.26,-29.13,-62.49,-23.52,-23.52,-23.52,-50.68,164.71,0.0,true,2020-09-22 10:50:00,4886943.0,1632648838,,true,true,,hodltree,,1255868.0,[15]
1577,PTOY,PTOY,Patientory,,patientory,0.017935008717547,1478.0,1939.0,-0.26,-0.73,2.93,-9.33,-8.26,-44.54,239.57,-48.84,-94.17,-95.31,140.05,27154.0,true,2017-08-13 00:09:19,70000000.0,1632745726,2017-06-03 23:59:00,true,true,1970-01-01 00:00:00.022258400,patientory,,1255451.0,[15]
1578,AINU,AINU,AINU TOKEN,,ainu-token,1.252515501047756e-12,1482.0,2805.0,0.36,1.3599999999999999,5.89,-46.89,321.35,324.66,324.66,324.66,324.66,325.71,324.66,493.0,true,2021-06-21 08:20:00,1e+18,1632745486,,true,true,,ainu-token,,1252516.0,[16]
1579,BKRW,BKRW,Binance KRW,,binance-krw,0.002451693884072,1480.0,,0.0,0.0,0.0,0.0,-44.21,162.32,189.53,193.57,193.57,193.64,0.0,0.0,true,2020-04-06 10:45:00,510000000.0,1628831386,,true,true,1970-01-01 00:00:01.008260000,binance-krw,,1250364.0,[4]
1580,XLAB,XLAB,XcelToken Plus,,xceltoken-plus,5.2614542000000004e-05,1468.0,2731.0,0.0,-4.14,-4.82,-30.6,-21.03,-68.54,251.19,-97.72,-97.72,-98.43,505.52,83.0,true,2019-09-27 09:50:00,23499840241.0,1632745847,,true,true,1970-01-01 00:00:00.012419500,xceltoken-plus,,1236433.0,[15]
1581,DFS3,DFS,DeFis Network,,defis-network,3.33,1491.0,2500.0,0.67,3.05,-8.97,-15.07,-3.5300000000000002,-87.79,-35.49,-35.49,-35.49,-28.76,-1.55,4225.0,true,2020-10-09 14:00:00,370848.0,1632745786,,true,true,,defis-network,,1233426.0,[22]
1582,ZCL,ZCL,ZClassic,,zclassic,0.132800274899006,1481.0,2860.0,-0.6000000000000001,-1.18,-6.15,-28.58,-27.0,-45.44,-25.98,-96.56,-97.0,-97.48,-32.65,1028.0,true,2016-11-10 00:25:00,9287024.0,1632745786,,true,true,1970-01-01 00:00:00.037345400,zclassic,,1233319.0,"[0, 5]"
1583,SGN,SGN,Signals Network,,signals-network,0.013945949263870001,1483.0,,0.0,0.0,0.0,0.0,0.0,0.0,104.33,,,,0.0,0.0,true,2018-05-21 14:35:00,88138749.0,1601482842,,true,true,1970-01-01 00:00:00.346124000,signals-network,,1229179.0,[15]
1584,SNOV,SNOV,Snovio,,snovio,0.003032515772869,1476.0,2949.0,-0.8,-3.66,-19.05,98.44,151.14,43.15,23.91,-16.65,-28.34,21.71,210.81,401.0,true,2017-12-08 23:20:00,404980448.0,1632745786,2017-11-30 00:00:00,true,true,1970-01-01 00:00:00.037206700,snovian.space,,1228110.0,[15]
1585,CDN,CDN,Canada eCoin,,canada-ecoin,0.012597296327573,,,-0.42,-3.98,-15.19,0.0,0.0,0.0,0.0,188.63,1557.78,3048.99,0.0,1.0,not_trading_anymore,2014-05-11 17:15:00,97415544.0,1632745426,,true,true,,canada-ecoin,,1227172.0,[]
1586,TUSC,TUSC,The Universal Settlement Coin,,original-crypto-coin,2.5229823626062776e-05,1522.0,2925.0,-0.15,14.23,-58.93,-22.27,-56.99,-75.0,121.1,975.04,1853.5,1639.99,-65.49,77.91,true,2018-04-24 11:18:56,48615993353.0,1632745486,,true,true,1970-01-01 00:00:11.682100000,original-crypto-coin,,1226573.0,[]
1587,MUE,MUE,MonetaryUnit,,monetaryunit,0.005212674342444001,1487.0,2696.0,-0.42,0.14,-0.5700000000000001,-25.67,-10.37,-48.65,8.41,-80.82,878.78,1636.47,47.1,614.0,true,2014-11-01 21:05:00,233906178.0,1632745427,,true,true,1970-01-01 00:00:15.493600000,monetaryunit,,1219277.0,[]
1588,BCA,BCA,Bitcoin Atom,,bitcoin-atom,0.066027208337626,1497.0,3157.0,-5.4,2.32,19.94,8.55,-99.11,-37.77,-42.67,-84.43,-100.0,-99.99,-97.04,133.0,true,2018-01-13 23:40:00,18418931.0,1632745426,,true,true,1970-01-01 00:00:00.075865100,bitcoin-atom-futures,,1216151.0,[]
1589,FYD,FYD,FYDcoin,,fydcoin,0.0021715821117760004,1500.0,2761.0,-0.42,3.21,-0.59,-22.1,22.97,-51.92,113.4,-99.77,-99.77,-99.88,61.52,816.0,true,2019-04-17 09:00:00,558144929.0,1632745426,,true,true,1970-01-01 00:00:00.289104000,fydcoin,,1212058.0,[]
1590,FXT2,FXT,FXT Token,,fxt-token,0.0012107663333330001,1489.0,,0.0,0.0,0.0,-82.42,-93.75,-99.71,-99.71,-99.71,-99.71,-99.71,-99.71,0.0,true,2021-01-01 15:05:00,1000000000.0,1630193971,,true,true,,fxt-token,,1210766.0,[15]
1591,DAPS,DAPS,DAPS Coin,,daps-coin,2.2969949333333332e-05,1508.0,2055.0,0.0,6.22,5.76,-82.82,-70.4,-64.14,-64.63,-88.56,-88.56,-88.05,41.21,29627.0,true,2018-09-26 02:30:00,52586828002.0,1632745666,,true,true,1970-01-01 00:00:00.567556000,daps-coin,,1207917.0,[5]
1592,VI,VID,Vid,,vid,0.047603601591960004,1425.0,2527.0,-0.79,-18.01,-26.23,-19.26,1.04,29.36,-67.32,192.74,192.74,154.8,-11.13,811.39,true,2020-04-10 11:05:00,25275382.0,1632745726,2019-05-24 23:59:00,true,true,1970-01-01 00:00:51.348700000,vid,,1203199.0,[15]
1593,ARTE,ARTE,ethArt,,ethart,4.18,1518.0,2521.0,-0.38,11.07,-3.75,-31.01,-25.47,-88.42,24.64,24.64,24.64,22.04,80.04,6449.0,true,2020-10-14 11:50:00,287268.0,1632745486,,true,true,,ethart,,1199500.0,"[15, 17]"
1594,CRN2,CRN,ChronoCoin,,chronocoin,0.0005399118000000001,1490.0,,0.0,0.0,0.0,0.0,-80.67,-39.26,-84.49,-99.96,-99.96,-99.96,0.0,0.0,true,2019-05-29 00:05:00,2221053119.0,1625810447,,true,true,1970-01-01 00:00:00.719016000,chronocoin,,1199173.0,[]
1595,LONDON,LONDON,$LONDON,,london,0.026245355409548,1494.0,,0.0,0.0,0.0,0.0,-32.93,-32.93,-32.93,-32.93,-32.93,-58.84,0.0,0.0,true,2021-08-12 07:25:00,45557740.0,1629678839,,true,true,,london,,1195679.0,[]
1596,DOT5,DOT,Dotcoin,,dotcoin,0.0038080939557400004,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2015-02-15 15:20:00,312018000.0,1557829084,2017-05-01 00:00:00,true,true,,dotcoin,,1188194.0,[]
1597,PIA,PIA,Futurepia,,futurepia,0.001310996012762,1499.0,,0.0,0.0,0.0,0.0,0.0,0.0,-29.22,,,,0.0,0.0,true,2019-08-12 10:30:00,897238384.0,1612126867,2019-05-21 23:59:00,true,true,1970-01-01 00:00:00.319983000,futurepia,,1176276.0,[15]
1598,FLASH,FLASH,Flash,,flash,0.001305427633043,1484.0,3529.0,-25.19,-3.95,-40.54,-51.58,-46.53,-74.1,-69.87,-77.71,-90.14,-90.05,-76.07,430.0,true,2017-06-26 05:55:00,900000000.0,1632745426,,true,true,1970-01-01 00:00:00.726849000,flash,,1174885.0,[]
1599,VTR,VTR,vTorrent,,vtorrent,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2014-12-25 04:25:00,11604722.0,1532157648,,true,true,,vtorrent,,0.0,[]
1600,SUB,SUB,Substratum,,substratum,0.0030340943183450003,1493.0,3309.0,-0.19,-2.87,-12.03,-23.59,21.94,-59.93,56.3,-97.33,-93.66,-93.72,208.54,25.49,true,2017-09-25 03:35:00,383021000.0,1632745486,2017-09-17 00:00:00,true,true,1970-01-01 00:00:00.002331500,substratum,,1162122.0,[15]
1601,AG8,AG8,AtromG8,,atronocom,0.027605161470618002,1488.0,1459.0,0.5700000000000001,-4.33,-8.58,-20.33,-2.44,-76.9,-21.2,-27.19,-27.19,-47.29,93.11,101640.0,true,2020-07-23 13:15:00,42000000.0,1632745846,2019-12-31 23:59:00,true,true,1970-01-01 00:00:00.969208000,atromg8,,1159417.0,[15]
1602,NEXXO,NEXXO,Nexxo,,nexxo,0.00538335321471,1501.0,,0.0,0.0,0.0,0.0,0.0,0.0,129.41,70.79,70.79,62.79,0.0,0.0,true,2019-07-10 09:55:00,214654884.0,1615538786,2018-11-30 23:59:00,true,true,1970-01-01 00:00:01.092980000,nexxo,,1155563.0,[15]
1603,UFR,UFR,Upfiring,,upfiring,0.048094067312660006,1498.0,2652.0,-0.8,-2.22,66.22,8.54,20.66,-88.39,-49.94,-30.87,-72.64,-87.49,37.55,267.0,true,2017-11-14 22:55:00,24000000.0,1632745786,,true,true,1970-01-01 00:00:00.310471000,upfiring,,1154258.0,[15]
1604,ATN,ATN,ATN,,atn,0.013691406697034001,1502.0,,0.0,0.0,0.0,0.0,0.0,53.45,71.37,-97.11,-98.85,-98.83,0.0,0.0,true,2018-01-12 20:45:00,84302524.0,1619746765,2018-05-20 23:59:00,true,true,1970-01-01 00:00:00.004260140,atn,,1154220.0,[]
1605,DBIX,DBIX,DubaiCoin,,dubaicoin-dbix,0.26876026452338103,1505.0,,0.0,0.0,0.0,0.0,0.0,51.83,598.47,-92.93,-75.13,-69.99,0.0,0.0,true,2017-04-06 04:20:00,4263172.0,1622303793,,true,true,1970-01-01 00:00:00.016993500,dubaicoin-dbix,,1145771.0,[]
1606,HMQ,HMQ,Humaniq,,humaniq,0.006118721369212,1511.0,1842.0,-6.27,1.15,1.19,1.9100000000000001,6.63,-32.91,32.33,-80.68,-96.38,-96.63,23.37,53241.0,true,2017-08-17 00:09:22,185811695.0,1632745846,2017-04-27 00:00:00,true,true,1970-01-01 00:00:00.024646000,humaniq,,1136930.0,[15]
1607,ZRC,ZRC,ZrCoin,,zrcoin,0.227620112953398,1509.0,1649.0,-0.66,-0.05,-0.9400000000000001,-9.26,21.04,-42.22,-66.96,-88.0,-80.79,-83.68,-31.11,68818.0,true,2017-08-11 00:09:22,4988893.0,1632745427,2017-06-09 23:59:00,true,true,1970-01-01 00:00:00.529319000,zrcoin,,1135572.0,[28]
